class,timestamp,Difficulty,Performance,channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7
0,19:03:44.206,1,1,11535.13,-17322.42,-8858.87,-11218.68,-9570.28,-14779.02,144212.52,148932.08
0,19:03:44.206,1,1,11521.0,-17305.44,-8896.64,-11279.72,-9626.34,-14857.47,144251.78,149003.86
0,19:03:44.206,1,1,11369.01,-17308.86,-8886.18,-11258.84,-9654.3,-14854.25,144248.41,148996.14
0,19:03:44.206,1,1,11281.3,-17328.68,-8913.16,-11179.22,-9603.52,-14780.69,144208.78,148920.13
0,19:03:44.206,1,1,11376.46,-17335.92,-8863.29,-11146.37,-9549.2,-14741.4,144187.14,148879.11
0,19:03:44.207,1,1,11521.83,-17320.84,-8862.4,-11206.36,-9553.16,-14790.01,144216.42,148932.75
0,19:03:44.207,1,1,11513.07,-17306.08,-8891.61,-11272.92,-9618.11,-14851.06,144257.95,149006.8
0,19:03:44.207,1,1,11362.46,-17309.73,-8843.78,-11264.41,-9655.15,-14847.08,144254.98,148999.58
0,19:03:44.207,1,1,11271.49,-17328.61,-8914.25,-11191.54,-9608.7,-14777.72,144213.97,148922.14
0,19:03:44.207,1,1,11365.26,-17335.77,-8881.49,-11159.49,-9543.68,-14738.49,144191.39,148879.89
0,19:03:44.207,1,1,11512.11,-17323.74,-8881.85,-11218.3,-9557.87,-14788.45,144222.95,148935.48
0,19:03:44.207,1,1,11509.43,-17308.95,-8862.73,-11281.98,-9623.77,-14848.64,144264.86,149010.02
0,19:03:44.207,1,1,11359.07,-17315.87,-8851.76,-11272.21,-9656.53,-14837.78,144266.02,149007.3
0,19:03:44.207,1,1,11265.41,-17336.48,-8938.4,-11197.69,-9611.07,-14762.39,144227.0,148931.86
0,19:03:44.207,1,1,11371.2,-17340.91,-8886.25,-11155.8,-9577.59,-14708.77,144201.45,148886.0
0,19:03:44.207,1,1,11528.14,-17324.81,-8879.66,-11208.37,-9562.39,-14745.98,144229.75,148938.0
0,19:03:44.208,1,1,11522.53,-17310.93,-8913.5,-11269.95,-9598.49,-14799.69,144273.16,149014.11
0,19:03:44.208,1,1,11371.58,-17312.81,-8883.5,-11251.04,-9619.32,-14780.13,144270.25,149007.78
0,19:03:44.208,1,1,11277.71,-17330.85,-8914.28,-11176.81,-9592.09,-14705.68,144229.47,148930.66
0,19:03:44.208,1,1,11374.53,-17337.49,-8862.0,-11139.71,-9613.73,-14666.79,144206.2,148886.78
0,19:03:44.208,1,1,11520.22,-17321.89,-8864.01,-11197.31,-9562.57,-14728.66,144235.42,148939.39
0,19:03:44.208,1,1,11504.17,-17308.83,-8862.2,-11273.28,-9601.12,-14816.39,144279.48,149016.33
0,19:03:44.208,1,1,11349.68,-17313.64,-8802.47,-11264.81,-9643.57,-14827.74,144278.89,149012.84
0,19:03:44.208,1,1,11252.92,-17330.85,-8920.04,-11195.43,-9607.7,-14769.99,144236.05,148933.92
0,19:03:44.208,1,1,11349.03,-17339.23,-8904.76,-11155.84,-9562.66,-14731.5,144212.98,148889.84
0,19:03:44.208,1,1,11506.81,-17327.38,-8895.1,-11205.91,-9564.45,-14775.75,144244.16,148944.05
0,19:03:44.209,1,1,11503.12,-17312.12,-8815.44,-11272.41,-9618.98,-14849.47,144286.03,149019.05
0,19:03:44.209,1,1,11345.9,-17317.71,-8729.9,-11267.25,-9660.92,-14857.56,144286.09,149016.48
0,19:03:44.209,1,1,11249.77,-17334.72,-8911.8,-11193.28,-9616.3,-14788.2,144243.16,148937.48
0,19:03:44.209,1,1,11348.29,-17344.01,-8904.08,-11148.42,-9585.92,-14737.53,144221.08,148894.2
0,19:03:44.209,1,1,11501.16,-17331.88,-8896.46,-11198.94,-9569.65,-14782.64,144251.81,148947.95
0,19:03:44.209,1,1,11496.84,-17315.45,-8828.36,-11268.72,-9611.79,-14846.65,144292.78,149022.34
0,19:03:44.209,1,1,11352.74,-17322.2,-8789.64,-11260.54,-9646.1,-14834.79,144295.34,149022.72
0,19:03:44.209,1,1,11264.03,-17341.53,-8929.59,-11187.36,-9606.44,-14758.16,144255.63,148946.95
0,19:03:44.209,1,1,11356.74,-17348.06,-8888.1,-11141.12,-9583.11,-14698.04,144229.95,148899.63
0,19:03:44.209,1,1,11508.76,-17335.52,-8876.41,-11190.27,-9573.94,-14735.81,144259.67,148951.86
0,19:03:44.210,1,1,11507.77,-17319.12,-8909.0,-11259.67,-9616.55,-14804.61,144301.5,149027.23
0,19:03:44.210,1,1,11362.75,-17322.85,-8930.13,-11246.66,-9644.91,-14796.07,144303.28,149027.3
0,19:03:44.210,1,1,11264.59,-17339.19,-8940.97,-11168.99,-9602.58,-14724.23,144261.64,148949.92
0,19:03:44.210,1,1,11356.36,-17346.88,-8874.78,-11123.81,-9600.59,-14676.22,144236.56,148902.88
0,19:03:44.210,1,1,11513.61,-17333.35,-8860.48,-11172.03,-9567.13,-14717.66,144265.66,148954.14
0,19:03:44.210,1,1,11512.06,-17317.55,-8898.43,-11247.44,-9600.68,-14793.66,144308.41,149030.41
0,19:03:44.210,1,1,11362.44,-17319.79,-8898.25,-11251.47,-9642.7,-14803.49,144308.69,149029.2
0,19:03:44.210,1,1,11258.86,-17338.34,-8946.78,-11187.07,-9608.28,-14748.13,144268.7,148953.42
0,19:03:44.210,1,1,11332.96,-17346.94,-8898.65,-11154.77,-9555.42,-14715.87,144243.25,148905.69
0,19:03:44.210,1,1,11485.62,-17335.21,-8885.06,-11203.41,-9562.75,-14760.55,144271.98,148956.47
0,19:03:44.211,1,1,11486.78,-17318.98,-8862.29,-11277.62,-9630.16,-14838.99,144313.97,149032.22
0,19:03:44.211,1,1,11338.39,-17324.46,-8790.25,-11274.24,-9676.61,-14848.53,144317.2,149034.56
0,19:03:44.211,1,1,11243.33,-17346.21,-8932.25,-11198.87,-9632.57,-14779.0,144279.97,148961.83
0,19:03:44.211,1,1,11333.63,-17353.47,-8906.32,-11155.69,-9562.79,-14732.53,144252.88,148912.19
0,19:03:44.212,1,1,11489.8,-17340.21,-8899.5,-11201.84,-9566.08,-14776.25,144279.39,148960.25
0,19:03:44.212,1,1,11498.43,-17326.22,-8862.82,-11270.78,-9636.49,-14845.49,144323.8,149038.5
0,19:03:44.212,1,1,11351.02,-17330.56,-8776.81,-11266.87,-9678.82,-14846.79,144326.64,149040.8
0,19:03:44.212,1,1,11256.85,-17349.0,-8940.38,-11188.77,-9634.03,-14775.37,144286.55,148965.44
0,19:03:44.212,1,1,11351.22,-17356.51,-8915.4,-11140.94,-9583.31,-14720.88,144259.45,148915.44
0,19:03:44.212,1,1,11514.41,-17343.68,-8904.44,-11186.8,-9578.79,-14754.81,144286.66,148963.94
0,19:03:44.213,1,1,11524.13,-17330.07,-8861.1,-11258.06,-9626.61,-14821.15,144332.09,149043.13
0,19:03:44.213,1,1,11377.35,-17333.87,-8769.28,-11255.69,-9668.34,-14821.13,144334.81,149045.61
0,19:03:44.213,1,1,11275.81,-17351.64,-8925.14,-11182.67,-9627.66,-14751.26,144293.67,148969.2
0,19:03:44.213,1,1,11364.88,-17359.5,-8914.37,-11133.16,-9605.06,-14698.13,144266.56,148918.63
0,19:03:44.213,1,1,11525.3,-17344.89,-8895.66,-11170.64,-9590.19,-14733.62,144292.48,148965.44
0,19:03:44.213,1,1,11529.99,-17329.62,-8900.02,-11237.43,-9612.05,-14800.48,144337.03,149044.06
0,19:03:44.214,1,1,11382.54,-17333.4,-8858.6,-11236.87,-9649.94,-14802.82,144341.3,149048.48
0,19:03:44.214,1,1,11279.76,-17349.71,-8942.4,-11168.29,-9616.55,-14735.1,144299.73,148971.94
0,19:03:44.214,1,1,11362.67,-17360.53,-8912.89,-11126.97,-9609.62,-14686.82,144274.84,148923.41
0,19:03:44.214,1,1,11514.66,-17347.81,-8905.81,-11180.61,-9583.2,-14731.59,144301.38,148970.7
0,19:03:44.214,1,1,11519.51,-17332.1,-8835.44,-11257.99,-9629.56,-14811.38,144344.59,149048.0
0,19:03:44.214,1,1,11365.55,-17337.33,-8733.05,-11261.19,-9670.97,-14821.24,144349.34,149053.19
0,19:03:44.214,1,1,11262.57,-17355.99,-8943.22,-11187.34,-9623.12,-14755.39,144309.92,148978.7
0,19:03:44.215,1,1,11339.51,-17362.7,-8944.83,-11150.99,-9569.05,-14718.67,144279.67,148924.61
0,19:03:44.215,1,1,11491.03,-17350.23,-8934.42,-11205.64,-9577.92,-14769.41,144304.48,148969.91
0,19:03:44.215,1,1,11502.32,-17337.06,-8773.46,-11275.36,-9635.05,-14840.8,144350.44,149050.02
0,19:03:44.215,1,1,11353.43,-17342.45,-8635.31,-11271.67,-9674.28,-14843.93,144355.23,149055.59
0,19:03:44.215,1,1,11256.99,-17362.7,-8883.39,-11196.26,-9635.72,-14768.45,144316.63,148982.16
0,19:03:44.215,1,1,11351.94,-17371.55,-8934.22,-11141.2,-9641.63,-14706.49,144288.86,148930.06
0,19:03:44.215,1,1,11517.96,-17356.96,-8926.08,-11185.73,-9596.65,-14742.07,144313.5,148974.45
0,19:03:44.215,1,1,11535.4,-17342.81,-8902.74,-11249.61,-9604.03,-14805.86,144360.02,149055.39
0,19:03:44.216,1,1,11391.14,-17346.38,-8834.17,-11245.21,-9641.16,-14805.88,144365.8,149062.53
0,19:03:44.216,1,1,11286.69,-17363.97,-8963.85,-11170.82,-9618.83,-14735.21,144326.3,148988.28
0,19:03:44.216,1,1,11369.19,-17372.69,-8928.45,-11122.74,-9665.01,-14684.13,144298.19,148935.64
0,19:03:44.216,1,1,11525.65,-17358.65,-8914.37,-11169.12,-9615.65,-14724.35,144323.48,148980.66
0,19:03:44.216,1,1,11532.96,-17341.96,-8915.02,-11238.88,-9596.79,-14789.21,144367.66,149059.44
0,19:03:44.216,1,1,11387.14,-17343.93,-8843.07,-11239.91,-9631.41,-14795.09,144372.28,149065.66
0,19:03:44.217,1,1,11277.48,-17361.98,-8957.84,-11173.23,-9616.26,-14731.34,144333.45,148992.16
0,19:03:44.217,1,1,11358.2,-17369.7,-8927.76,-11128.62,-9660.94,-14680.42,144303.94,148937.92
0,19:03:44.217,1,1,11514.86,-17356.55,-8915.02,-11179.6,-9616.35,-14722.13,144329.52,148982.95
0,19:03:44.217,1,1,11519.95,-17338.83,-8832.05,-11260.23,-9615.52,-14800.41,144372.14,149060.27
0,19:03:44.217,1,1,11375.18,-17342.32,-8756.56,-11257.77,-9650.52,-14806.82,144378.0,149068.09
0,19:03:44.217,1,1,11261.88,-17361.31,-8948.01,-11187.47,-9619.68,-14742.16,144339.41,148995.09
0,19:03:44.218,1,1,11339.67,-17372.13,-8945.95,-11144.38,-9614.42,-14695.76,144311.34,148941.92
0,19:03:44.218,1,1,11509.36,-17360.24,-8925.32,-11187.29,-9592.45,-14733.11,144336.3,148985.84
0,19:03:44.218,1,1,11518.01,-17343.23,-8826.68,-11263.69,-9629.69,-14813.22,144379.2,149063.38
0,19:03:44.218,1,1,11366.4,-17346.99,-8726.59,-11266.71,-9674.8,-14826.0,144385.64,149072.23
0,19:03:44.218,1,1,11261.72,-17366.32,-8925.52,-11195.63,-9638.5,-14757.13,144347.92,149000.3
0,19:03:44.218,1,1,11345.72,-17375.24,-8933.43,-11141.85,-9639.5,-14698.86,144318.22,148945.11
0,19:03:44.218,1,1,11507.93,-17362.57,-8919.44,-11182.91,-9603.85,-14731.16,144342.42,148987.98
0,19:03:44.218,1,1,11519.49,-17345.74,-8889.11,-11256.11,-9610.51,-14801.71,144386.36,149066.86
0,19:03:44.219,1,1,11374.6,-17349.31,-8843.4,-11254.82,-9643.59,-14803.25,144394.56,149078.03
0,19:03:44.219,1,1,11271.05,-17367.8,-8962.31,-11174.33,-9626.76,-14729.2,144357.55,149006.92
0,19:03:44.219,1,1,11361.86,-17376.22,-8916.8,-11114.49,-9690.91,-14670.83,144327.52,148951.17
0,19:03:44.219,1,1,11532.2,-17359.24,-8895.61,-11152.6,-9628.48,-14702.62,144348.44,148990.48
0,19:03:44.219,1,1,11548.21,-17341.6,-8932.99,-11223.5,-9604.48,-14775.89,144392.53,149069.61
0,19:03:44.219,1,1,11404.93,-17342.88,-8902.36,-11224.17,-9640.02,-14780.85,144399.7,149079.94
0,19:03:44.219,1,1,11292.57,-17359.77,-8954.85,-11155.02,-9617.89,-14711.4,144361.17,149007.55
0,19:03:44.219,1,1,11368.23,-17369.52,-8916.65,-11103.54,-9637.22,-14656.53,144331.28,148951.69
0,19:03:44.219,1,1,11530.21,-17357.72,-8902.5,-11148.07,-9600.99,-14693.54,144355.19,148993.53
0,19:03:44.220,1,1,11549.21,-17340.82,-8904.93,-11225.67,-9610.38,-14765.79,144399.27,149072.56
0,19:03:44.220,1,1,11406.39,-17342.81,-8840.83,-11234.01,-9656.78,-14777.88,144407.23,149084.03
0,19:03:44.220,1,1,11293.91,-17361.74,-8961.28,-11169.59,-9630.85,-14718.58,144370.66,149013.59
0,19:03:44.220,1,1,11364.27,-17371.51,-8937.95,-11124.02,-9635.17,-14668.6,144340.13,148956.73
0,19:03:44.220,1,1,11521.61,-17359.08,-8924.85,-11166.13,-9599.56,-14708.77,144362.53,148996.67
0,19:03:44.220,1,1,11532.96,-17344.37,-8832.18,-11247.04,-9632.73,-14797.82,144408.41,149077.56
0,19:03:44.686,1,1,11379.92,-17348.62,-8674.29,-11257.54,-9682.48,-14815.12,144417.44,149090.56
0,19:03:44.686,1,1,11260.16,-17369.18,-8923.73,-11187.92,-9645.87,-14754.12,144380.81,149020.44
0,19:03:44.687,1,1,11331.66,-17378.53,-8965.82,-11143.44,-9611.07,-14705.26,144348.64,148961.39
0,19:03:44.687,1,1,11497.2,-17368.47,-8947.54,-11185.84,-9593.75,-14738.34,144371.95,149001.84
0,19:03:44.687,1,1,11522.53,-17352.08,-8847.31,-11257.88,-9632.86,-14804.43,144416.66,149081.61
0,19:03:44.688,1,1,11379.56,-17352.49,-8682.78,-11263.09,-9674.62,-14812.63,144423.2,149092.64
0,19:03:44.688,1,1,11271.22,-17372.2,-8918.39,-11189.82,-9642.34,-14739.66,144386.75,149022.78
0,19:03:44.688,1,1,11348.79,-17383.73,-8956.34,-11136.35,-9645.83,-14679.71,144356.97,148965.97
0,19:03:44.689,1,1,11508.71,-17370.03,-8939.49,-11176.92,-9614.0,-14713.42,144377.05,149002.95
0,19:03:44.689,1,1,11535.09,-17353.89,-8880.21,-11244.85,-9622.78,-14779.78,144422.73,149083.77
0,19:03:44.690,1,1,11396.71,-17354.61,-8808.93,-11245.59,-9663.69,-14787.18,144431.0,149096.61
0,19:03:44.690,1,1,11280.34,-17372.83,-8971.41,-11173.86,-9634.94,-14717.1,144394.64,149026.98
0,19:03:44.690,1,1,11352.16,-17384.78,-8939.65,-11118.0,-9673.88,-14658.09,144365.31,148970.42
0,19:03:44.691,1,1,11516.22,-17370.19,-8920.49,-11159.49,-9624.62,-14690.21,144385.05,149006.69
0,19:03:44.691,1,1,11539.11,-17351.59,-8905.78,-11230.59,-9607.99,-14764.98,144428.61,149085.5
0,19:03:44.692,1,1,11395.68,-17353.42,-8777.64,-11238.84,-9653.47,-14782.01,144438.44,149100.41
0,19:03:44.692,1,1,11278.33,-17370.97,-8933.72,-11171.0,-9634.65,-14716.19,144400.94,149030.09
0,19:03:44.693,1,1,11349.34,-17381.54,-8947.67,-11117.44,-9662.39,-14660.46,144369.31,148971.08
0,19:03:44.693,1,1,11513.92,-17367.33,-8933.66,-11162.53,-9621.87,-14699.6,144388.05,149005.8
0,19:03:44.693,1,1,11536.36,-17349.58,-8824.96,-11243.82,-9617.42,-14782.24,144431.84,149084.86
0,19:03:44.694,1,1,11396.35,-17354.5,-8697.09,-11248.63,-9663.02,-14797.88,144444.66,149103.16
0,19:03:44.694,1,1,11276.41,-17373.5,-8932.58,-11181.66,-9636.17,-14737.73,144408.42,149034.19
0,19:03:44.695,1,1,11332.69,-17384.52,-8980.51,-11139.24,-9624.26,-14693.34,144375.91,148973.88
0,19:03:44.695,1,1,11492.24,-17373.59,-8957.33,-11180.61,-9607.88,-14724.14,144396.2,149010.09
0,19:03:44.695,1,1,11525.92,-17359.35,-8813.45,-11258.77,-9634.74,-14794.24,144443.25,149092.48
0,19:03:44.696,1,1,11384.46,-17362.37,-8667.31,-11270.06,-9675.89,-14802.73,144454.27,149109.28
0,19:03:44.696,1,1,11262.91,-17381.54,-8912.76,-11198.04,-9648.58,-14731.21,144418.33,149040.73
0,19:03:44.697,1,1,11329.74,-17392.41,-8972.33,-11138.77,-9684.76,-14670.08,144386.14,148980.55
0,19:03:44.697,1,1,11502.68,-17376.71,-8948.77,-11168.92,-9645.96,-14692.29,144403.19,149012.89
0,19:03:44.697,1,1,11530.95,-17358.83,-8850.64,-11243.62,-9610.45,-14765.36,144447.89,149092.86
0,19:03:44.698,1,1,11389.49,-17360.6,-8699.72,-11252.31,-9654.32,-14781.54,144458.61,149109.8
0,19:03:44.698,1,1,11275.74,-17379.46,-8922.75,-11180.01,-9636.42,-14716.81,144422.94,149041.83
0,19:03:44.699,1,1,11347.67,-17389.95,-8965.15,-11124.73,-9682.19,-14657.92,144389.53,148980.39
0,19:03:44.700,1,1,11511.17,-17379.35,-8950.69,-11166.84,-9641.71,-14694.24,144410.75,149016.69
0,19:03:44.700,1,1,11532.85,-17362.74,-8857.93,-11246.26,-9627.48,-14774.32,144456.3,149097.66
0,19:03:44.701,1,1,11387.07,-17364.64,-8684.26,-11258.04,-9678.33,-14794.22,144467.61,149115.66
0,19:03:44.701,1,1,11267.92,-17383.78,-8939.65,-11186.73,-9651.82,-14726.87,144432.7,149048.63
0,19:03:44.702,1,1,11337.77,-17392.45,-8970.65,-11125.65,-9675.04,-14665.11,144397.42,148984.67
0,19:03:44.702,1,1,11498.61,-17381.41,-8950.38,-11167.0,-9645.16,-14699.89,144417.31,149019.09
0,19:03:44.703,1,1,11525.21,-17365.36,-8832.74,-11247.44,-9623.14,-14776.13,144463.59,149100.86
0,19:03:44.703,1,1,11382.25,-17366.61,-8659.33,-11260.23,-9663.06,-14787.6,144474.66,149118.81
0,19:03:44.704,1,1,11260.7,-17386.88,-8905.27,-11195.68,-9650.68,-14720.63,144440.5,149052.53
0,19:03:44.704,1,1,11327.57,-17400.43,-8981.42,-11139.37,-9708.84,-14661.02,144409.72,148992.61
0,19:03:44.704,1,1,11485.98,-17384.74,-8961.22,-11178.15,-9649.74,-14692.63,144424.83,149021.84
0,19:03:44.705,1,1,11512.44,-17367.46,-8792.84,-11258.22,-9619.32,-14767.44,144469.91,149102.38
0,19:03:44.706,1,1,11372.77,-17370.39,-8563.09,-11271.11,-9666.48,-14785.57,144482.45,149122.25
0,19:03:44.706,1,1,11242.5,-17388.14,-8814.83,-11207.63,-9655.75,-14728.55,144444.52,149052.52
0,19:03:44.707,1,1,11312.98,-17402.17,-8997.76,-11149.36,-9687.49,-14669.58,144412.67,148991.53
0,19:03:44.707,1,1,11484.24,-17392.25,-8967.14,-11187.76,-9652.33,-14700.99,144432.31,149025.02
0,19:03:44.708,1,1,11517.38,-17374.81,-8713.27,-11269.5,-9631.41,-14777.88,144476.48,149104.86
0,19:03:44.709,1,1,11378.56,-17378.03,-8560.07,-11275.31,-9673.97,-14792.07,144489.66,149125.83
0,19:03:44.710,1,1,11260.74,-17398.04,-8852.43,-11203.63,-9655.08,-14725.71,144455.09,149059.86
0,19:03:44.711,1,1,11334.73,-17408.59,-9006.79,-11145.67,-9711.25,-14662.7,144419.63,148995.14
0,19:03:44.712,1,1,11515.13,-17397.75,-8972.26,-11175.87,-9687.87,-14687.13,144438.59,149027.77
0,19:03:44.712,1,1,11542.89,-17380.13,-8738.03,-11261.28,-9643.26,-14777.39,144483.42,149108.33
0,19:03:44.715,1,1,11393.15,-17384.38,-8551.78,-11280.72,-9689.97,-14803.63,144497.94,149131.13
0,19:03:44.716,1,1,11266.6,-17404.39,-8815.89,-11212.26,-9676.07,-14744.17,144462.98,149064.92
0,19:03:44.718,1,1,11328.87,-17418.02,-9015.22,-11153.63,-9709.73,-14684.92,144429.95,149002.17
0,19:03:44.718,1,1,11496.08,-17407.4,-8982.9,-11189.33,-9678.51,-14711.6,144448.05,149033.47
0,19:03:44.720,1,1,11527.26,-17389.41,-8739.4,-11271.43,-9646.14,-14789.79,144492.16,149113.27
0,19:03:44.720,1,1,11382.63,-17390.77,-8574.4,-11284.99,-9692.05,-14810.71,144504.66,149134.23
0,19:03:44.721,1,1,11257.08,-17410.33,-8833.99,-11212.73,-9680.21,-14742.74,144470.16,149068.66
0,19:03:44.721,1,1,11321.02,-17423.07,-9016.34,-11151.37,-9738.81,-14676.45,144436.44,149005.0
0,19:03:44.722,1,1,11495.23,-17408.79,-8996.29,-11180.61,-9701.68,-14697.32,144451.09,149032.39
0,19:03:44.722,1,1,11537.08,-17391.24,-8808.58,-11255.65,-9631.28,-14764.11,144497.31,149114.09
0,19:03:44.723,1,1,11401.22,-17392.7,-8617.47,-11272.52,-9659.62,-14778.93,144511.47,149137.14
0,19:03:44.723,1,1,11279.03,-17411.88,-8904.64,-11203.86,-9667.91,-14714.87,144477.78,149072.7
0,19:03:44.723,1,1,11338.32,-17424.57,-9017.41,-11143.37,-9742.5,-14653.56,144444.03,149009.03
0,19:03:44.723,1,1,11508.42,-17413.26,-8983.7,-11174.33,-9720.42,-14681.65,144461.53,149039.11
0,19:03:44.724,1,1,11546.46,-17393.79,-8800.64,-11251.47,-9647.97,-14763.19,144506.3,149119.64
0,19:03:44.724,1,1,11406.39,-17396.25,-8632.44,-11264.47,-9671.85,-14783.24,144522.31,149145.09
0,19:03:44.724,1,1,11280.23,-17415.27,-8914.23,-11195.81,-9670.46,-14719.67,144488.98,149081.33
0,19:03:44.724,1,1,11339.22,-17428.35,-9015.0,-11135.01,-9746.7,-14655.95,144455.03,149017.11
0,19:03:44.725,1,1,11511.68,-17414.47,-8988.28,-11168.18,-9706.45,-14683.02,144468.8,149042.86
0,19:03:44.725,1,1,11553.42,-17395.27,-8795.32,-11252.14,-9647.5,-14766.75,144512.89,149122.77
0,19:03:44.725,1,1,11410.48,-17395.07,-8577.19,-11274.76,-9696.28,-14802.46,144525.8,149145.25
0,19:03:44.726,1,1,11281.68,-17416.34,-8828.71,-11208.86,-9686.02,-14749.18,144493.7,149082.75
0,19:03:44.726,1,1,11336.8,-17429.58,-9029.14,-11148.2,-9711.74,-14690.33,144458.42,149016.91
0,19:03:44.726,1,1,11500.26,-17419.61,-9001.74,-11185.24,-9673.61,-14722.98,144473.94,149043.91
0,19:03:44.726,1,1,11539.18,-17402.71,-8754.37,-11263.25,-9652.87,-14797.66,144519.05,149124.75
0,19:03:44.726,1,1,11405.74,-17403.76,-8579.25,-11279.61,-9701.86,-14815.16,144533.7,149149.52
0,19:03:44.727,1,1,11275.16,-17424.97,-8826.93,-11217.8,-9690.87,-14752.02,144502.14,149087.78
0,19:03:44.728,1,1,11325.34,-17438.32,-9034.19,-11163.71,-9735.68,-14685.52,144466.72,149021.41
0,19:03:44.728,1,1,11486.72,-17424.37,-9019.11,-11198.51,-9683.27,-14709.5,144477.95,149043.75
0,19:03:44.728,1,1,11533.01,-17406.55,-8800.46,-11272.9,-9652.76,-14775.93,144522.89,149124.55
0,19:03:44.728,1,1,11396.08,-17408.63,-8605.94,-11292.46,-9694.87,-14792.92,144539.63,149151.83
0,19:03:44.729,1,1,11263.74,-17429.29,-8899.32,-11223.17,-9694.08,-14722.38,144508.73,149090.94
0,19:03:44.729,1,1,11315.55,-17441.24,-9038.96,-11158.37,-9761.63,-14655.03,144472.27,149023.23
0,19:03:44.729,1,1,11496.71,-17428.39,-9009.25,-11180.05,-9739.08,-14672.38,144485.42,149047.33
0,19:03:44.729,1,1,11549.91,-17409.68,-8874.07,-11254.13,-9657.56,-14746.03,144531.66,149129.34
0,19:03:44.729,1,1,11412.82,-17412.52,-8684.81,-11270.22,-9674.88,-14770.43,144550.94,149159.42
0,19:03:44.730,1,1,11286.4,-17430.47,-8946.51,-11197.71,-9685.95,-14707.96,144518.28,149097.16
0,19:03:44.730,1,1,11343.73,-17443.44,-9021.83,-11128.62,-9764.09,-14640.26,144482.86,149030.39
0,19:03:44.730,1,1,11513.92,-17431.9,-9000.62,-11155.75,-9736.8,-14669.54,144496.77,149054.59
0,19:03:44.730,1,1,11570.22,-17411.49,-8898.5,-11228.33,-9653.83,-14749.04,144541.27,149134.88
0,19:03:44.731,1,1,11435.91,-17412.92,-8677.37,-11248.87,-9686.6,-14787.02,144559.41,149164.09
0,19:03:44.731,1,1,11301.89,-17432.3,-8921.05,-11181.57,-9694.49,-14730.22,144527.98,149103.23
0,19:03:44.731,1,1,11353.25,-17444.75,-9028.56,-11114.76,-9768.16,-14662.63,144491.13,149034.78
0,19:03:44.732,1,1,11525.05,-17432.39,-9002.1,-11141.03,-9730.32,-14684.45,144503.27,149056.88
0,19:03:44.732,1,1,11574.94,-17413.33,-8909.94,-11222.23,-9651.35,-14757.56,144548.53,149137.89
0,19:03:44.732,1,1,11438.39,-17412.23,-8675.11,-11249.9,-9693.44,-14784.18,144564.7,149165.56
0,19:03:44.732,1,1,11305.98,-17430.85,-8889.67,-11192.05,-9696.1,-14723.63,144532.59,149104.25
0,19:03:44.732,1,1,11355.71,-17443.57,-9032.9,-11135.5,-9761.65,-14652.62,144495.38,149035.14
0,19:03:44.733,1,1,11518.21,-17431.28,-9007.95,-11173.82,-9733.51,-14668.06,144506.64,149056.0
0,19:03:44.733,1,1,11559.63,-17414.45,-8826.06,-11263.29,-9663.64,-14745.98,144553.48,149138.75
0,19:03:44.733,1,1,11421.58,-17415.5,-8616.15,-11290.02,-9697.8,-14770.41,144571.72,149168.98
0,19:03:44.733,1,1,11284.52,-17436.62,-8873.96,-11227.44,-9693.82,-14709.24,144542.45,149110.58
0,19:03:44.733,1,1,11330.32,-17448.49,-9040.05,-11160.99,-9763.4,-14640.84,144504.0,149039.91
0,19:03:44.734,1,1,11501.92,-17437.56,-9015.44,-11184.63,-9745.16,-14655.73,144516.39,149061.52
0,19:03:44.734,1,1,11556.81,-17417.48,-8889.65,-11263.42,-9665.7,-14729.64,144560.97,149141.86
0,19:03:44.734,1,1,11431.35,-17415.74,-8724.38,-11281.3,-9688.7,-14752.04,144578.36,149171.27
0,19:03:44.734,1,1,11301.73,-17432.88,-8956.59,-11213.85,-9691.07,-14688.25,144546.95,149110.97
0,19:03:44.734,1,1,11346.82,-17446.59,-9013.59,-11142.59,-9764.47,-14619.76,144510.75,149042.39
0,19:03:44.735,1,1,11518.77,-17434.23,-8980.84,-11164.25,-9746.88,-14637.51,144521.22,149061.86
0,19:03:44.735,1,1,11572.71,-17415.47,-8989.42,-11244.92,-9657.99,-14713.17,144568.08,149144.64
0,19:03:44.735,1,1,11450.98,-17414.33,-8909.79,-11265.55,-9669.72,-14742.23,144588.73,149178.02
0,19:03:44.735,1,1,11318.79,-17428.79,-9021.19,-11198.13,-9679.96,-14685.52,144556.45,149117.33
0,19:03:44.736,1,1,11359.27,-17439.1,-8995.5,-11128.58,-9759.6,-14620.14,144516.55,149045.14
0,19:03:44.736,1,1,11530.84,-17427.3,-8955.81,-11146.68,-9742.92,-14638.72,144526.89,149063.84
0,19:03:44.736,1,1,11592.46,-17406.82,-8989.22,-11221.04,-9649.34,-14715.43,144572.27,149145.09
0,19:03:45.167,1,1,11473.6,-17404.95,-8989.36,-11239.82,-9655.77,-14739.77,144593.5,149179.53
0,19:03:45.168,1,1,11336.02,-17420.88,-9025.99,-11178.6,-9669.01,-14688.81,144563.41,149121.41
0,19:03:45.168,1,1,11372.21,-17431.99,-8990.97,-11111.07,-9746.08,-14620.9,144523.48,149048.8
0,19:03:45.168,1,1,11538.1,-17420.59,-8960.41,-11136.69,-9730.27,-14637.24,144533.27,149066.64
